listing_name,city,country,price_raw,property_type,guests,bedrooms,beds,baths,host_name,is_superhost,is_guest_favorite,rating,reviews,scrape_date,url
Stunning contemporary 2 bed apartment,London,United Kingdom,,Entire rental unit,4.0,2.0,2.0,1.0,JenniferSuperhost,1,1,4.92,92265,2026-07-07,https://www.airbnb.com/rooms/583577?search_mode=regular_search&adults=1&check_in=2026-08-16&check_out=2026-08-21&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3AH1SkAo0X9c9ZX&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Stylish Central London 2-Bed Near British Museum,London,United Kingdom,,Entire rental unit,5.0,2.0,1.0,1.0,Julie,1,0,5.0,3,2026-07-07,https://www.airbnb.com/rooms/1682551586549549547?search_mode=regular_search&adults=1&check_in=2026-08-21&check_out=2026-08-26&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3u2kJ7-YO1YOZvr&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
2 Bed Home | Easy access into Central London,London,United Kingdom,,Entire rental unit,4.0,2.0,2.0,1.0,The Camberwell Stay,1,1,5.0,026,2026-07-07,https://www.airbnb.com/rooms/1669065824617966469?search_mode=regular_search&adults=1&check_in=2026-07-25&check_out=2026-07-30&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P35pTCozucqhOo97&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Cozy 2BR by Tower Bridge & The Shard,London,United Kingdom,,Entire rental unit,6.0,2.0,3.0,2.0,Julie,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1707086191306138048?search_mode=regular_search&adults=1&check_in=2026-09-12&check_out=2026-09-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3UBICqw-0wfkzOt&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Beautiful two bed apt In Aldgate,London,United Kingdom,,Entire rental unit,4.0,2.0,2.0,2.0,SharleneSuperhost,1,1,5.0,05,2026-07-07,https://www.airbnb.com/rooms/1452955011529448000?search_mode=regular_search&adults=1&check_in=2026-08-25&check_out=2026-08-30&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3lrY3dyMIi_0evx&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Architect's 3BR Loft + Rooftop · Clerkenwell Zone1,London,United Kingdom,,Entire rental unit,6.0,3.0,3.0,2.0,JacobSuperhost,1,0,5.0,8,2026-07-07,https://www.airbnb.com/rooms/1668973979367852225?search_mode=regular_search&adults=1&check_in=2026-09-25&check_out=2026-09-30&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P32d3F92wn_scfH5&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Great Location! Top Floor 2 Bed Historic Warehouse,London,United Kingdom,,Entire rental unit,4.0,2.0,2.0,1.0,StephenSuperhost,1,1,4.97,9735,2026-07-07,https://www.airbnb.com/rooms/51644563?search_mode=regular_search&adults=1&check_in=2026-09-09&check_out=2026-09-14&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3pY2fdG39GBxMic&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Central London Apartment | Free WiFi,London,United Kingdom,£250,Entire serviced apartment,6.0,2.0,3.0,1.0,Rapid ReturnsSuperhost,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1719676742964068478?search_mode=regular_search&adults=1&check_in=2026-08-30&check_out=2026-09-04&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3_be36v6OxqgksD&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Quiet 3BR 2 Bath Luxe Duplex w/ A/C + Free Parking,London,United Kingdom,£30,Entire serviced apartment,10.0,3.0,5.0,2.0,,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1692588473990465473?search_mode=regular_search&adults=1&check_in=2026-11-28&check_out=2026-12-03&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3FbuYyoPV6Vd1Kk&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
12min to BigBen-FreePark-2min walk to underground,London,United Kingdom,,Entire rental unit,4.0,2.0,3.0,2.0,LuisaSuperhost,1,1,4.98,9853,2026-07-07,https://www.airbnb.com/rooms/943253582139490884?search_mode=regular_search&adults=1&check_in=2026-10-29&check_out=2026-11-03&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3Npdv6PjdaYWncV&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Central London Gem – 2BR/2BA Near Hatton Garden,London,United Kingdom,£150,Entire rental unit,5.0,2.0,,2.0,Shlome,1,1,5.0,08,2026-07-07,https://www.airbnb.com/rooms/1670141570956427069?search_mode=regular_search&adults=1&check_in=2026-09-30&check_out=2026-10-05&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3zpr42O_eYJGIc5&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
"New! Trendy 2BR apt, 5 min Earl’s Court tube",London,United Kingdom,£30,Entire rental unit,4.0,2.0,2.0,1.0,KateSuperhost,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1680284952101343897?search_mode=regular_search&adults=1&check_in=2026-08-20&check_out=2026-08-25&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3ZqjHVZhbwzz9sQ&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Camden Town | Top Floor Balcony Apartment,London,United Kingdom,£100,Entire condo,6.0,2.0,2.0,2.0,Dynamic PropertiesSuperhost,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1707354716539793753?search_mode=regular_search&adults=1&check_in=2026-08-03&check_out=2026-08-08&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P39bAJ2nhW5ofUU7&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Central London 2B2B with London Eye & River Views,London,United Kingdom,£500,Entire condo,4.0,2.0,2.0,1.5,LeenNew HostListing highlights,1,0,New,2,2026-07-07,https://www.airbnb.com/rooms/1699320368674285103?search_mode=regular_search&adults=1&check_in=2026-07-19&check_out=2026-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3lM4mGZBbkBPsBE&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
2 bed riverside flat with breath taking views,London,United Kingdom,£15,Entire rental unit,6.0,2.0,2.0,2.0,CharlotteSuperhost,1,1,4.93,93116,2026-07-07,https://www.airbnb.com/rooms/1259972952233394966?search_mode=regular_search&adults=1&check_in=2026-09-21&check_out=2026-09-26&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P39CcyUB-hKUJpOd&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Kensington & Chelsea 2-Bed Abode,London,United Kingdom,£50,Entire rental unit,4.0,2.0,2.0,1.0,JamesNew HostLocated just a fe,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1715186219817928344?search_mode=regular_search&adults=1&check_in=2026-09-27&check_out=2026-10-02&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P37WlLtTauHNlGXf&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Best location for London sightseeing amazing flat,London,United Kingdom,,Entire condo,5.0,2.0,3.0,1.0,NeilSuperhost,1,1,4.91,91241,2026-07-07,https://www.airbnb.com/rooms/737344262797345622?search_mode=regular_search&adults=1&check_in=2026-08-27&check_out=2026-09-01&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3GYKw7CYkejQsZ1&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Chic 2-Bed Flat steps from Leicester Square,London,United Kingdom,,Entire rental unit,6.0,2.0,3.0,2.0,Welcome LondonSuperhost,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1722703054722422767?search_mode=regular_search&adults=1&check_in=2026-08-21&check_out=2026-08-26&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3Cuw-BfiYvCYJZ9&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
City View Penthouse,London,United Kingdom,,Entire rental unit,4.0,2.0,2.0,1.0,YasserNew HostExperience Londo,1,0,New,2,2026-07-07,https://www.airbnb.com/rooms/1705683359785093012?search_mode=regular_search&adults=1&check_in=2026-07-28&check_out=2026-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3PoA1RHYj3Zwyai&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Best location for sightseeing in London,London,United Kingdom,,Entire condo,4.0,2.0,2.0,2.0,NeilSuperhost,1,1,4.92,92207,2026-07-07,https://www.airbnb.com/rooms/737359833269596194?search_mode=regular_search&adults=1&check_in=2026-08-21&check_out=2026-08-26&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3BJMJj6z_AohM63&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Stunning maisonette on quiet street,London,United Kingdom,,Entire rental unit,4.0,2.0,2.0,1.0,HarrySuperhost,1,1,5.0,06,2026-07-07,https://www.airbnb.com/rooms/1258624482780150486?search_mode=regular_search&adults=1&check_in=2026-09-06&check_out=2026-09-11&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3eiwASFrh5IruR4&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Designer Skyline Retreat • Huge Terrace • A/C,London,United Kingdom,£40,Entire rental unit,4.0,2.0,2.0,2.5,JennySuperhost,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1687700297763905651?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3ZzBOt-0j4VjyG4&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Recently fully refurbished - near Covent Garden,London,United Kingdom,,Entire rental unit,4.0,3.0,2.0,2.5,JamesSuperhost,1,1,5.0,08,2026-07-07,https://www.airbnb.com/rooms/1602407247033449697?search_mode=regular_search&adults=1&check_in=2026-08-21&check_out=2026-08-26&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P33H6SXDsu9ogCn-&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Courtyard Refurb A/C 2BR Duplex | British Museum,London,United Kingdom,,Entire rental unit,6.0,2.0,3.0,2.5,Angel ZhouSuperhost,1,1,5.0,05,2026-07-07,https://www.airbnb.com/rooms/1682591631636654244?search_mode=regular_search&adults=1&check_in=2026-08-16&check_out=2026-08-21&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3cPy_qMxAg5qyiQ&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Spacious Thames City 2BR | AC & Luxury Living,London,United Kingdom,,Entire rental unit,4.0,2.0,2.0,2.0,SamiSuperhost,1,0,5.0,3,2026-07-07,https://www.airbnb.com/rooms/1704565636448745466?search_mode=regular_search&adults=1&check_in=2026-07-26&check_out=2026-07-31&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P37N_FFLnF5Eq2Lf&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Morden House near the British Museum,London,United Kingdom,£35,Entire rental unit,7.0,3.0,5.0,2.0,JoySuperhost,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1702038705111030350?search_mode=regular_search&adults=1&check_in=2026-09-18&check_out=2026-09-23&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3udKuKr1uSwG1WX&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
1 Min to Tube | Central London I Sleeps up to 10,London,United Kingdom,,Entire rental unit,10.0,2.0,5.0,1.0,Niko,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1711711066696075473?search_mode=regular_search&adults=1&check_in=2026-09-01&check_out=2026-09-06&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3avzvy24_qYNYfe&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Luxurious houseboat in London,London,United Kingdom,,Entire home/apt,4.0,2.0,2.0,1.0,JamesSuperhost,1,1,4.97,97109,2026-07-07,https://www.airbnb.com/rooms/1097782804622685619?search_mode=regular_search&adults=1&check_in=2026-10-30&check_out=2026-11-04&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P30TGHClw4fQ1vov&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Stylish Apartment with AC,London,United Kingdom,,Entire rental unit,4.0,2.0,2.0,2.0,CharlotteSuperhost,1,0,4.75,4,2026-07-07,https://www.airbnb.com/rooms/1690677467699684377?search_mode=regular_search&adults=1&check_in=2026-07-25&check_out=2026-07-30&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3y0hXID7gc-QMug&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
"Stylish 2BR Flat, 4 mins to Lambeth North",London,United Kingdom,£30,Entire rental unit,4.0,2.0,2.0,1.0,Joel,1,0,5.0,3,2026-07-07,https://www.airbnb.com/rooms/1643329392864145152?search_mode=regular_search&adults=1&check_in=2026-09-15&check_out=2026-09-20&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3ig55ZsC3VAP0DN&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
"Near Covent Garden, Opera House, West End Theatre",London,United Kingdom,,Entire condo,4.0,2.0,2.0,2.0,MichelleSuperhost,1,1,5.0,022,2026-07-07,https://www.airbnb.com/rooms/1552891352684167139?search_mode=regular_search&adults=1&check_in=2026-08-05&check_out=2026-08-10&children=0&infants=0&pets=0&source_impression_id=p3_1783435065_P3AWV8shwxkEmAFu&previous_page_section_name=1000&federated_search_id=a5f0aa98-be3f-451e-b749-fb33d6598523
Luxury 2-Bed Apartment • Private Balcony,London,United Kingdom,,Entire condo,4.0,2.0,7.0,1.5,Scott,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1602975870940849917?search_mode=regular_search&adults=1&check_in=2026-08-04&check_out=2026-08-09&children=0&infants=0&pets=0&source_impression_id=p3_1783435173_P3yHnJYT-QrrhvRy&previous_page_section_name=1000&federated_search_id=0be9c285-97a7-4fe5-b904-5d7a9ffa6b65
Marylebone 2BR flat near Paddington & Edgware Road,London,United Kingdom,£60,Entire serviced apartment,8.0,2.0,4.0,2.0,Szymon,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1701418510045619592?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783435173_P3ND93awCxndCjW7&previous_page_section_name=1000&federated_search_id=0be9c285-97a7-4fe5-b904-5d7a9ffa6b65
Bright & Modern Flat Near St Paul's Cathedral,London,United Kingdom,,Entire rental unit,6.0,2.0,3.0,2.0,Urban AtelierSuperhost,1,0,New,2,2026-07-07,https://www.airbnb.com/rooms/1709987004172431133?search_mode=regular_search&adults=1&check_in=2026-07-15&check_out=2026-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1783435173_P31PbMDhlzLmGP7q&previous_page_section_name=1000&federated_search_id=0be9c285-97a7-4fe5-b904-5d7a9ffa6b65
Prime Location! 2BR Flat Walk to Paddington,London,United Kingdom,,Entire serviced apartment,4.0,2.0,2.0,1.0,Khoshal,1,1,5.0,07,2026-07-07,https://www.airbnb.com/rooms/1656481480091414598?search_mode=regular_search&adults=1&check_in=2026-08-03&check_out=2026-08-08&children=0&infants=0&pets=0&source_impression_id=p3_1783435173_P3-ru_Upzpg2Rjaz&previous_page_section_name=1000&federated_search_id=0be9c285-97a7-4fe5-b904-5d7a9ffa6b65
Escape to the eternal city Colosseum 5 minute walk,Rome,Italy,,Entire rental unit,4.0,2.0,2.0,2.0,GianmarcoSuperhost,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1661634353787266448?search_mode=regular_search&adults=1&check_in=2026-08-17&check_out=2026-08-22&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3mUsXonlGPdZb3W&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Cesare Guest House • Spacious Family Apartment,Rome,Italy,,Entire rental unit,6.0,2.0,1.0,1.0,Cristian,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1678388141444737117?search_mode=regular_search&adults=1&check_in=2026-08-04&check_out=2026-08-09&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3wCnhK_ulrPziBS&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
600m from the Colosseum • Colosseum Exclusive Stay,Rome,Italy,,Entire rental unit,6.0,2.0,2.0,2.0,Matteo,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1663131531760524430?search_mode=regular_search&adults=1&check_in=2026-07-25&check_out=2026-07-30&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3vnF3xQ4-siGK-z&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Leutari 17 Dimora Venere | Piazza Navona,Rome,Italy,€15,Entire rental unit,5.0,3.0,200.0,2.0,ClaudioSuperhost,1,0,New,2,2026-07-07,https://www.airbnb.com/rooms/1710116017560542186?search_mode=regular_search&adults=1&check_in=2026-11-08&check_out=2026-11-13&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3FcvAwlyVl4pmin&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Stay tuned,Rome,Italy,,,,,,,,0,0,,,2026-07-07,https://www.airbnb.com/rooms/1689157623217220158?search_mode=regular_search&adults=1&check_in=2026-07-30&check_out=2026-08-04&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3bSns0cYOZMGvgW&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
"The GreenDen terrace, BBQ & table tennis",Rome,Italy,,Entire rental unit,5.0,2.0,3.0,2.0,DanielaNew HostListing highlig,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1711041133022685022?search_mode=regular_search&adults=1&check_in=2026-07-25&check_out=2026-07-30&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3qS_77I9ElMPHlU&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Charming Home New and spacious apartment in Rome,Rome,Italy,,Entire rental unit,5.0,3.0,3.0,3.0,Roberto,1,1,5.0,06,2026-07-07,https://www.airbnb.com/rooms/1616600391032718007?search_mode=regular_search&adults=1&check_in=2026-08-03&check_out=2026-08-08&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3eoy3bLwiqo6RYg&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Skylife Paradise Penthouse,Rome,Italy,,Entire rental unit,4.0,2.0,2.0,2.0,Skylife ManagementSuperhost,1,0,5.0,3,2026-07-07,https://www.airbnb.com/rooms/1704249169305685388?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3hwmeXfeGrtg0RJ&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
SB Tiburtina Studios Perfect for 2–6 Guests,Rome,Italy,€100,Entire rental unit,6.0,2.0,3.0,1.0,MassimilianoSuperhost,1,1,5.0,017,2026-07-07,https://www.airbnb.com/rooms/1133877750750281096?search_mode=regular_search&adults=1&check_in=2026-11-15&check_out=2026-11-20&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3-gEHn4N56MUhbu&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Stay tuned,Rome,Italy,,,,,,,,0,0,,,2026-07-07,https://www.airbnb.com/rooms/507715164199939329?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3tDJN2GhtUp12B8&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Monteverde Marí House,Rome,Italy,,Entire vacation home,4.0,2.0,2.0,1.0,Noemi,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1698784915818289333?search_mode=regular_search&adults=1&check_in=2026-07-26&check_out=2026-07-31&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3dQVaqZDT9UZOCd&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Coronari 114 - FHTR,Rome,Italy,€50,Entire rental unit,4.0,2.0,3.0,2.0,EmanueleSuperhost,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1705164978149527575?search_mode=regular_search&adults=1&check_in=2026-07-20&check_out=2026-07-25&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P34odTy0QoiHm_xb&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Colosseo San Giovanni Luxury House,Rome,Italy,,Entire rental unit,6.0,2.0,3.0,2.5,Alessandro Leon,1,1,4.96,9628,2026-07-07,https://www.airbnb.com/rooms/1508053195435584004?search_mode=regular_search&adults=1&check_in=2026-07-25&check_out=2026-07-30&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3UitKTS-RyU0keX&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Adda111 - Elegant apartment overlooking Villa Albani,Rome,Italy,€1,Entire rental unit,5.0,2.0,3.0,1.0,RuggeroSuperhost,1,1,4.92,92125,2026-07-07,https://www.airbnb.com/rooms/34551829?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3338umzKQay8Nig&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
GuestHost - Elegant Apartment near Villa Torlonia,Rome,Italy,€30,Entire condo,6.0,3.0,3.0,3.0,GuestHost,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1719430377553083252?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3A5a-NIYxuBrj0C&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Casa del Mandarino · Chic Residence · Metro C,Rome,Italy,€6,Entire condo,7.0,3.0,4.0,2.0,DiodatoSuperhost,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1715995550697187883?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3ag_77B6DhhOpsC&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Baldo House Vaticano - 6/7 minutes by metro from the center,Rome,Italy,,Entire rental unit,4.0,2.0,2.0,2.0,SilviaSuperhost,1,1,5.0,014,2026-07-07,https://www.airbnb.com/rooms/1646943839730400195?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3qDl6iUVIS0oOZT&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
Luxury stay near Colosseum,Rome,Italy,,Entire rental unit,6.0,2.0,2.0,2.0,GiadaSuperhost,1,1,4.9,963,2026-07-07,https://www.airbnb.com/rooms/1373264454258198819?search_mode=regular_search&adults=1&check_in=2026-08-20&check_out=2026-08-25&children=0&infants=0&pets=0&source_impression_id=p3_1783435218_P3QkNEP4LnY8TkHO&previous_page_section_name=1000&federated_search_id=fcdfe070-8bbd-471e-b702-545e85940d59
200 steps from the Vatican • Graceful 2-room refuge,Rome,Italy,€250,Entire rental unit,5.0,2.0,2.0,2.0,AnimaSuperhost,1,1,4.97,97147,2026-07-07,https://www.airbnb.com/rooms/1299249084777776611?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783435344_P3WnUw5UePQib7aR&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
Vatican St. Peter's Apartment Daniele,Rome,Italy,,Entire rental unit,5.0,2.0,3.0,1.0,DanieleSuperhost,1,1,4.85,85517,2026-07-07,https://www.airbnb.com/rooms/36159429?search_mode=regular_search&adults=1&check_in=2026-07-28&check_out=2026-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3jEY0UHvLPYtCUD&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
"Monteverde-Near Vatican, entire apartment",Rome,Italy,$39,Entire condo,4.0,2.0,2.0,1.0,PatriziaSuperhost,1,1,4.95,95253,2026-07-07,https://www.airbnb.com/rooms/1085501360250000050?search_mode=regular_search&adults=1&check_in=2026-08-22&check_out=2026-08-27&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3sHqSCs6vbBkZuZ&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
15 min to Colosseo/Metro Re di Roma/Bus/AC/WIFI,Rome,Italy,€6.00,Entire condo,4.0,2.0,3.0,1.0,VirginiaSuperhost,1,1,4.98,98216,2026-07-07,https://www.airbnb.com/rooms/38772686?search_mode=regular_search&adults=1&check_in=2026-08-24&check_out=2026-08-29&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3uE0iF9o9ztP5VW&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
Clausim Di Rienzo: elegant new apartment at the Vatican,Rome,Italy,,Entire rental unit,6.0,2.0,3.0,2.0,JacopoSuperhost,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1686158731503511313?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3lsJV8AjfvnlYmF&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
Baglioni Vatican House 300 meters from the Vatican,Rome,Italy,,Entire rental unit,4.0,2.0,3.0,1.0,Matteo D,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1699444934733766475?search_mode=regular_search&adults=1&check_in=2026-08-07&check_out=2026-08-12&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3BQijlaz_dzmTqe&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
SanGiovanni Appia Park Stylish Apt 10' Ctr Metro A,Rome,Italy,,Entire rental unit,6.0,2.0,3.0,2.0,Home And MoreSuperhost,1,1,5.0,05,2026-07-07,https://www.airbnb.com/rooms/1643469477357480325?search_mode=regular_search&adults=1&check_in=2026-07-08&check_out=2026-07-13&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P32stZleT-GGTI1E&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
